offset unicorr gausscorr
158180 0.249815 0.00103956
158200 0.2496 -0.000662066
158220 0.24976 0.0013826
158240 0.249679 -0.00303044
158260 0.249768 9.30067e-06
158280 0.249462 -0.00149031
158300 0.2497 -0.00139291
158320 0.24998 -0.00279349
158340 0.249826 -0.00105934
158360 0.2497 -0.00148004
158380 0.249482 -0.00237804
158400 0.249762 0.00260581
158420 0.249934 -0.000711855
158440 0.24968 -0.00246571
158460 0.249648 -0.000164574
158480 0.24989 -0.000554767
158500 0.249598 0.00267007
158520 0.249562 -0.00100001
158540 0.249921 0.000960425
158560 0.249497 0.000435521
158580 0.249914 0.00321596
158600 0.249536 5.7271e-05
158620 0.249585 -0.000538338
158640 0.249609 0.000647813
158660 0.249632 0.001725
158680 0.249803 -0.000475213
158700 0.249554 -0.00261699
158720 0.249704 -0.00213888
158740 0.249838 -0.00176995
158760 0.249746 0.00170739
158780 0.249564 0.000450726
158800 0.249807 -0.00196117
158820 0.249599 0.00276804
158840 0.24944 0.000448708
158860 0.249693 -0.000780178
158880 0.249882 -7.88447e-05
158900 0.249686 0.00123477
158920 0.24972 0.000148673
158940 0.249784 -0.00211995
158960 0.249976 0.00245693
158980 0.249745 -0.00058009
159000 0.249809 -9.36207e-07
159020 0.249624 -0.00101985
159040 0.249638 -0.000103907
159060 0.249831 -0.000875579
159080 0.249608 -0.0011791
159100 0.249757 0.00230714
159120 0.249511 -0.00181982
159140 0.24966 0.00127634
159160 0.249514 0.00130408
159180 0.249855 -0.00135532
159200 0.249739 -0.000179616
159220 0.249647 0.000619632
159240 0.250022 -0.00153686
159260 0.249769 -0.00265451
159280 0.249853 -0.000538677
159300 0.249912 0.00103801
159320 0.249881 -0.00244706
159340 0.249778 0.00198317
159360 0.249557 0.00041114
159380 0.24983 -0.000550126
159400 0.24971 -0.00014931
159420 0.250008 -0.000115365
159440 0.249727 0.00112756
159460 0.249831 -0.00160032
159480 0.249572 0.00263785
159500 0.249804 -0.000286593
159520 0.249867 0.00317993
159540 0.249665 0.00118591
159560 0.249648 -0.00177025
159580 0.24955 0.00366499
159600 0.249793 0.00187385
159620 0.249839 0.00382875
159640 0.249726 0.00139673
159660 0.249629 -0.000822489
159680 0.24973 0.00136951
159700 0.249682 -0.000977714
159720 0.249793 2.40075e-06
159740 0.24966 0.000703374
159760 0.249709 -0.00339153
159780 0.249689 -0.00107043
159800 0.24953 -0.00343065
159820 0.249865 -0.00374975
159840 0.249772 0.000792835
159860 0.249571 -0.00054437
159880 0.249495 0.00022192
159900 0.249917 -0.000806876
159920 0.249682 0.00104793
159940 0.249954 -0.00362353
159960 0.249842 0.000740333
159980 0.249527 -0.000497488
160000 0.249935 -0.00131264
160020 0.24961 -0.000342164
160040 0.249375 0.00291052
160060 0.249653 -0.000838255
160080 0.249699 -0.000669838
160100 0.249816 -9.79148e-05
160120 0.249634 -0.00228704
160140 0.249844 0.00292613
160160 0.249696 -0.000379561
160180 0.249886 -0.00298502
160200 0.249838 -0.000652465
160220 0.249814 -0.000941627
160240 0.249565 -0.00327312
160260 0.24998 0.00185791
160280 0.249918 0.00224125
160300 0.249851 0.000632339
160320 0.249905 0.00204099
160340 0.249791 -0.00222358
160360 0.249778 0.00139756
160380 0.249782 0.00178917
160400 0.249909 0.00268637
160420 0.2496 -0.00239945
160440 0.250245 -0.00264944
160460 0.249589 -0.00132288
160480 0.249578 0.000928923
160500 0.249723 -0.000101966
160520 0.249445 -0.000267179
160540 0.249767 0.00279662
160560 0.249797 -0.000218558
160580 0.249584 0.00372583
160600 0.249579 -0.00103109
160620 0.249462 -0.00144074
160640 0.249572 -0.00391532
160660 0.249655 0.00156663
160680 0.25017 -0.00132479
160700 0.249813 0.00129724
160720 0.249715 4.36741e-05
160740 0.249822 -0.0029155
160760 0.249783 0.000151296
160780 0.249748 -0.00170357
160800 0.249755 0.000153959
160820 0.249505 -0.00377359
160840 0.249575 -4.4604e-05
160860 0.249758 -0.000264037
160880 0.249983 -0.000791815
160900 0.249477 -0.00192974
160920 0.24979 0.00188079
160940 0.249551 -0.000449452
160960 0.24963 0.0015488
160980 0.249733 -0.0018269
161000 0.249688 0.000454415
161020 0.249975 -0.000700694
161040 0.249658 -0.00196439
161060 0.249837 0.000625699
161080 0.249838 0.000936212
161100 0.249802 -0.00203041
161120 0.249834 0.00107534
161140 0.249668 -0.00181486
161160 0.249906 0.000471009
161180 0.249778 0.00059368
161200 0.249773 -0.00156986
161220 0.249871 -0.000451233
161240 0.249618 -0.0011109
161260 0.249718 -0.000375989
161280 0.249912 0.00082813
161300 0.249725 -0.00225067
161320 0.249842 -0.000807698
161340 0.249789 0.00205583
161360 0.249675 -0.000812306
161380 0.249686 0.00175059
161400 0.249691 0.000521443
161420 0.249696 -0.00104643
161440 0.24965 -0.00134174
161460 0.249638 -0.00035601
161480 0.249578 -0.00130066
161500 0.249843 0.00345532
161520 0.249867 0.000368792
161540 0.249686 -0.00350951
161560 0.249608 0.00400725
161580 0.249661 0.000476257
161600 0.249687 -0.00222151
161620 0.249891 -0.00173712
161640 0.249707 -0.000153834
161660 0.249893 0.00231573
161680 0.249559 0.00140166
161700 0.249699 -0.000818155
161720 0.249528 0.000847741
161740 0.249721 0.000362414
161760 0.249577 0.000758826
161780 0.249465 0.00230057
161800 0.249751 0.000665224
161820 0.249869 -0.000378565
161840 0.249732 0.00196514
161860 0.24968 0.00127568
161880 0.249802 -0.00154093
161900 0.249637 -0.0024622
161920 0.24971 0.000190008
161940 0.249622 -0.000744609
161960 0.249681 4.04799e-05
161980 0.249524 0.00013091
162000 0.249713 0.00184906
162020 0.2497 0.000491426
162040 0.249562 5.51906e-06
162060 0.249672 0.000801924
162080 0.249663 -0.000186716
162100 0.249734 0.00208985
162120 0.249723 -0.00212725
162140 0.249858 -0.00463211
162160 0.249606 0.000224947
162180 0.249725 0.000655441
162200 0.249653 0.00102668
162220 0.249719 -0.000385861
162240 0.249521 -0.00106781
162260 0.249579 -0.000127984
162280 0.249777 0.00117291
162300 0.249663 -0.00101875
162320 0.249573 -0.0023153
162340 0.249797 0.00109108
162360 0.249598 -0.00189635
162380 0.24955 -0.0010372
162400 0.249681 -0.000164239
162420 0.249671 7.99449e-05
162440 0.249493 0.0011756
162460 0.24984 -0.000172396
162480 0.249626 0.000426345
162500 0.249584 0.00372306
162520 0.24949 0.00200365
162540 0.249787 -0.00131363
162560 0.249533 -0.0013139
162580 0.24965 0.000730249
162600 0.249713 0.00116122
162620 0.249872 0.000942925
162640 0.24982 -0.00317456
162660 0.249891 0.000698426
162680 0.249874 0.000222867
162700 0.24971 -0.000363762
162720 0.2498 0.00127816
162740 0.24936 -0.000144489
162760 0.249634 0.00180969
162780 0.249694 -0.00145284
162800 0.249703 -0.00225094
162820 0.249737 0.00127103
162840 0.249662 0.00260297
162860 0.249743 0.000378986
162880 0.249846 0.000746472
162900 0.249745 0.000781426
162920 0.249866 -0.00195683
162940 0.249477 0.000637719
162960 0.24986 0.000692811
162980 0.249677 -0.000595212
163000 0.249839 -0.0019042
163020 0.25001 0.00100818
163040 0.249818 0.00162845
163060 0.249731 -0.00193367
163080 0.249495 0.00302434
163100 0.249545 -0.000471794
163120 0.249956 0.000723684
163140 0.249756 -0.00339165
163160 0.249599 2.89558e-05
163180 0.249137 -0.000645462
163200 0.249609 -0.0014656
163220 0.249896 0.0010504
163240 0.249547 -0.0021848
163260 0.249603 0.00144694
163280 0.249661 0.000401598
163300 0.249538 -0.00230681
163320 0.249683 0.00217943
163340 0.249622 -0.000423852
163360 0.24974 -0.00225643
163380 0.249686 -0.000103309
163400 0.249902 -0.000127623
163420 0.249562 0.000123117
163440 0.249581 -0.00128764
163460 0.249685 0.000243295
163480 0.249795 0.00182372
163500 0.249604 -0.00288722
163520 0.249721 0.00262124
163540 0.249795 0.00108435
163560 0.249575 -0.000193787
163580 0.249526 -0.00074097
163600 0.249573 0.00151177
163620 0.249704 -0.000438528
163640 0.249702 0.00114451
163660 0.249424 0.0018803
163680 0.249918 0.00365153
163700 0.249801 0.00170328
163720 0.249643 -0.00201198
163740 0.249887 0.00236461
163760 0.2498 -0.00220284
163780 0.249814 0.00157604
163800 0.249803 0.00144209
163820 0.249713 0.000521979
163840 0.249886 0.00127175
163860 0.249591 -0.0013796
163880 0.249692 -0.00211642
163900 0.249586 -0.00185074
163920 0.249494 -0.00027964
163940 0.249761 0.00157372
163960 0.249534 0.00304919
163980 0.249389 0.000216556
164000 0.249371 -0.00101159
164020 0.249623 -0.00224377
164040 0.249634 -0.00225778
164060 0.249745 0.0010837
164080 0.24964 -0.000364998
164100 0.249818 0.00112046
164120 0.250118 -0.00108813
164140 0.249674 0.00127033
164160 0.249929 0.000212837
164180 0.249587 0.000634091
164200 0.249878 0.000779906
164220 0.24986 0.00099698
164240 0.249553 -0.000617328
164260 0.249656 0.00294871
164280 0.24966 0.000639575
164300 0.249577 -0.000778107
164320 0.249821 0.00335616
164340 0.249706 -9.39506e-05
164360 0.249508 0.000291161
164380 0.249883 0.00237862
164400 0.249789 0.00332541
164420 0.249852 -0.00217144
164440 0.249851 0.000429743
164460 0.249778 0.000491147
164480 0.249754 -3.09621e-05
164500 0.249694 0.000225924
164520 0.249779 0.00346814
164540 0.249663 0.000120467
164560 0.249399 0.00328786
164580 0.249788 0.000325495
164600 0.249807 0.0005101
164620 0.249902 -2.66452e-05
164640 0.249485 0.000284545
164660 0.249767 0.00084703
164680 0.249867 0.000713336
164700 0.249523 0.000708372
164720 0.249888 0.00289934
164740 0.249665 0.000762245
164760 0.249644 0.0011189
164780 0.249809 -0.00275738
164800 0.249913 -0.00147156
164820 0.249973 0.000464185
164840 0.24966 -0.00222
164860 0.249567 0.00125181
164880 0.249667 -0.000162171
164900 0.249793 0.00145978
164920 0.249715 -0.00187752
164940 0.249478 -0.00269508
164960 0.249671 -0.000334489
164980 0.249848 -0.0014532
165000 0.249855 0.000391895
165020 0.249817 0.00359688
165040 0.249713 -0.000127676
165060 0.249575 -0.00359345
165080 0.249777 -0.00109286
165100 0.249543 0.00123087
165120 0.249498 -0.00286899
165140 0.249767 -0.00166744
165160 0.249545 0.0020304
165180 0.249659 0.000423239
165200 0.249693 0.00120657
165220 0.249846 0.000847373
165240 0.249685 -0.00110462
165260 0.249611 0.00217273
165280 0.249645 0.000744022
165300 0.249511 0.00019606
165320 0.249664 0.00169065
165340 0.249678 0.00062951
165360 0.249757 0.00111359
165380 0.24989 -0.00054612
165400 0.249726 0.000267593
165420 0.249497 0.00113296
165440 0.249762 -0.0014453
165460 0.249639 -0.000734684
165480 0.249355 0.00246735
165500 0.249545 -0.00199054
165520 0.249701 0.000406231
165540 0.249495 0.00113039
165560 0.249682 -0.00134634
165580 0.249474 0.000394196
165600 0.249492 -6.73394e-05
165620 0.249808 -0.00133489
165640 0.249745 0.000182452
165660 0.249623 -0.000146435
165680 0.249781 0.00037454
165700 0.249764 -0.000439516
165720 0.249451 -0.0018053
165740 0.249791 0.000548365
165760 0.249944 -0.00103753
165780 0.249629 -0.00134335
165800 0.249626 0.00251869
165820 0.249874 0.00184417
165840 0.249808 -0.0024951
165860 0.249686 -0.00103057
165880 0.249696 0.00193313
165900 0.249826 -0.00145347
165920 0.249832 -0.00236974
165940 0.249917 -0.00031919
165960 0.249722 -0.00164971
165980 0.249942 0.00272368
166000 0.249878 0.000766935
166020 0.249765 -0.00383707
166040 0.249685 0.00221272
166060 0.249814 -0.000832053
166080 0.24973 0.000548489
166100 0.249602 0.00106396
166120 0.249674 -0.00037033
166140 0.249885 -0.00117391
166160 0.249623 -0.00317474
166180 0.249619 0.000567295
166200 0.249645 -0.000255781
166220 0.249908 0.0020599
166240 0.249714 0.000124725
166260 0.249674 -0.000559364
166280 0.249742 0.00101434
166300 0.249612 -0.0018459
166320 0.249637 0.00118337
166340 0.24934 -0.000892931
166360 0.249791 -0.000792857
166380 0.249607 -0.00111545
166400 0.2496 -0.00169869
166420 0.249782 -0.00302601
166440 0.249868 -0.00183308
166460 0.249859 -0.00123695
166480 0.249854 0.000890471
166500 0.249784 -0.00279948
166520 0.249953 -0.000468667
166540 0.249854 -0.000924965
166560 0.249724 -0.000420498
166580 0.249728 0.000766514
166600 0.249671 0.00280991
166620 0.249717 -0.00249948
166640 0.249616 0.00233619
166660 0.249674 -0.00058684
166680 0.249548 -0.000804936
166700 0.249834 -0.00402043
166720 0.249668 -0.0020634
166740 0.249527 -0.000200722
166760 0.249957 -0.00152404
166780 0.249558 0.0012562
166800 0.249682 -0.000631771
166820 0.249749 0.000970051
166840 0.250007 -0.000249488
166860 0.249511 -0.0021974
166880 0.249627 -0.00162044
166900 0.249905 -0.00301526
166920 0.249601 -0.000401291
166940 0.249559 -0.00254358
166960 0.249554 -0.000607468
166980 0.249853 -0.00155632
167000 0.249713 0.000256731
167020 0.249592 0.0019231
167040 0.249648 -0.00153006
167060 0.249889 -0.00181343
167080 0.249613 -9.01986e-05
167100 0.249853 -0.00279236
167120 0.249963 0.000973639
167140 0.249533 -0.00443577
167160 0.249596 3.55979e-05
167180 0.249587 -0.00268145
167200 0.249935 0.00240224
167220 0.249757 -0.000944022
167240 0.249748 0.000379316
167260 0.249807 0.00178248
167280 0.24954 0.000632653
167300 0.249738 -0.000934523
167320 0.249766 0.00146614
167340 0.249775 -0.000588776
167360 0.249685 0.000962705
167380 0.249671 0.0024333
167400 0.249694 -0.00436702
167420 0.249634 0.00316989
167440 0.249626 -0.000234006
167460 0.249835 -0.00102037
167480 0.249819 -0.000648824
167500 0.24977 -0.00207119
167520 0.249511 0.000333972
167540 0.249626 0.00112815
167560 0.249745 0.0020802
167580 0.249873 -0.00026372
167600 0.249769 0.00109916
167620 0.249577 0.00102755
167640 0.249612 0.000858532
167660 0.249621 -0.002073
167680 0.24974 0.000953002
167700 0.249745 0.000667966
167720 0.249688 0.00025204
167740 0.250031 -0.000822665
167760 0.250009 -0.00250381
167780 0.24972 0.00110474
167800 0.249786 0.000475298
167820 0.249859 0.00152184
167840 0.249723 -0.000500142
167860 0.249637 -0.00246791
167880 0.250002 0.000325499
167900 0.249861 -0.00104917
167920 0.249639 0.000362908
167940 0.249745 -4.89723e-05
167960 0.24985 -0.000356816
167980 0.249964 0.000928353
168000 0.249671 0.00136265
168020 0.249653 -0.000151111
168040 0.249635 0.00111778
168060 0.249699 0.00289085
168080 0.249772 -0.000177023
168100 0.249838 -0.00269552
168120 0.249738 0.00114359
168140 0.249702 -0.00111671
168160 0.249635 -7.3712e-05
168180 0.249756 0.00243798
168200 0.249652 -0.00251858
168220 0.249514 0.000798577
168240 0.249414 -0.000983428
168260 0.249752 0.00190781
168280 0.249501 -0.00271938
168300 0.24962 0.000556055
168320 0.249767 -0.000629122
168340 0.249763 0.000102082
168360 0.249584 0.00393273
168380 0.249583 0.00321018
168400 0.249521 0.000344525
168420 0.249643 0.00398938
168440 0.249571 -0.000107706
168460 0.249594 0.00134161
168480 0.249632 -0.00129568
168500 0.249746 0.00228965
168520 0.249754 -0.000604475
168540 0.249936 -0.000732063
168560 0.250012 -0.00155519
168580 0.249739 -0.00220523
168600 0.249712 -0.000503522
168620 0.249568 -0.00103884
168640 0.249615 -0.00270315
168660 0.249762 -0.000326762
168680 0.249697 0.00337971
168700 0.24976 -0.000959755
168720 0.249572 0.00157135
168740 0.249663 -0.000734377
168760 0.249439 0.0023259
168780 0.249964 -0.00224248
168800 0.249744 -0.00346613
168820 0.24952 0.00238128
168840 0.24944 -0.00152167
168860 0.249975 0.000994838
168880 0.249653 -0.000845351
168900 0.249987 0.000720712
168920 0.249526 -0.00314623
168940 0.249712 0.00248079
168960 0.249568 -0.000283866
168980 0.249887 0.00048899
169000 0.249725 0.00156744
169020 0.249664 -0.00196583
169040 0.249624 -0.00300894
169060 0.249718 -0.000486367
169080 0.249827 -0.00018138
169100 0.249836 0.00154366
169120 0.249793 0.000470988
169140 0.249826 0.000680789
169160 0.249935 -0.000871983
169180 0.24968 -0.00188673
169200 0.249725 -0.00207566
169220 0.249707 0.000183852
169240 0.249476 0.000262714
169260 0.249624 -0.0030952
169280 0.249692 -0.00127026
169300 0.249831 0.00169502
169320 0.249661 0.00187909
169340 0.249598 0.00148384
169360 0.249807 0.00120171
169380 0.249683 -0.00192681
169400 0.249508 -0.000190153
169420 0.24963 -0.00185017
169440 0.249729 -0.00266839
169460 0.249886 0.00287383
169480 0.249979 -0.000704857
169500 0.249649 0.00127832
169520 0.24959 -0.00109514
169540 0.249376 0.00112484
169560 0.249831 0.00070684
169580 0.249662 0.00160695
169600 0.249745 0.000283772
169620 0.249638 0.00294609
169640 0.249856 -0.00219897
169660 0.249703 0.00152126
169680 0.249635 -4.91932e-05
169700 0.249577 0.00262467
169720 0.249326 -0.00317931
169740 0.249724 -0.000448959
169760 0.249792 0.00100087
169780 0.249675 0.00128621
169800 0.249659 -0.00127658
169820 0.249698 0.000960121
169840 0.249676 -0.00160864
169860 0.249285 -0.00220807
169880 0.249564 -0.00325089
169900 0.249728 0.00370062
169920 0.24951 0.00184001
169940 0.249766 -0.00186963
169960 0.249951 0.000535466
169980 0.249962 0.000230113
170000 0.249692 0.000452611
170020 0.249784 0.00123541
170040 0.249825 0.000727521
170060 0.249731 0.00113636
170080 0.249711 -9.10536e-05
170100 0.249648 0.0019845
170120 0.249786 0.0018001
170140 0.249693 0.00176769
170160 0.249675 0.00118885
170180 0.249748 0.00125309
170200 0.249616 -0.000406791
170220 0.249703 0.000234554
170240 0.249762 -0.00151377
170260 0.249531 -1.87176e-05
170280 0.249681 -0.000847939
170300 0.249794 -0.00101876
170320 0.249628 -0.000963214
170340 0.249651 0.0033169
170360 0.249682 -0.000997635
170380 0.249866 -4.90844e-06
170400 0.249641 -0.000393507
170420 0.249649 -0.00350925
170440 0.249863 0.000919647
170460 0.249674 -8.79785e-05
170480 0.24954 -0.000805316
170500 0.249609 -0.00182622
170520 0.249784 0.000538582
170540 0.249725 -3.27999e-05
170560 0.249683 0.000402925
170580 0.249573 -0.00100343
170600 0.249733 0.000509626
170620 0.249835 -0.00150114
170640 0.24975 0.00444146
170660 0.249642 0.00043078
170680 0.249722 0.000941351
170700 0.249456 0.000505366
170720 0.249613 -0.00216921
170740 0.249902 0.00208978
170760 0.249831 -0.000752061
170780 0.249546 0.00158752
170800 0.249689 -0.00198958
170820 0.24982 0.00158148
170840 0.249703 -0.00121046
170860 0.249647 -0.00318242
170880 0.249998 -0.000996827
170900 0.249555 0.00133038
170920 0.249576 -0.00161044
170940 0.249532 -0.0019264
170960 0.249729 0.00197489
170980 0.249591 0.0012928
171000 0.249816 0.0033877
171020 0.249585 0.00223895
171040 0.249692 -0.00016572
171060 0.249748 -0.000953918
171080 0.249852 0.000312724
171100 0.249819 -0.00258696
171120 0.24974 0.0024276
171140 0.2497 -0.000755599
171160 0.24968 -0.000674651
171180 0.249585 0.00264033
171200 0.24969 -0.000885966
171220 0.249771 0.000538666
171240 0.249668 -0.000617569
171260 0.249896 -0.00200728
171280 0.249826 0.00135442
171300 0.2499 0.000707539
171320 0.249722 0.00103053
171340 0.249627 0.000474676
171360 0.249596 -0.00316512
171380 0.249835 -0.000805486
171400 0.249831 0.00026952
171420 0.249816 0.00193684
171440 0.249784 0.000837326
171460 0.249778 0.00235383
171480 0.249899 -0.000500471
171500 0.249658 0.00116894
171520 0.249821 -0.00229493
171540 0.249699 1.31996e-05
171560 0.249741 -0.00077198
171580 0.24954 -0.00172524
171600 0.249851 0.000467245
171620 0.249809 -0.00297653
171640 0.249772 -0.000522146
171660 0.249882 -0.00118046
171680 0.249828 -0.00086599
171700 0.249717 -0.00059111
171720 0.249675 0.000467743
171740 0.249499 0.00134721
171760 0.249683 -0.00205259
171780 0.249596 0.000406053
171800 0.249626 -0.00391752
171820 0.249475 -1.14825e-05
171840 0.249701 -0.00136289
171860 0.249913 9.2312e-05
171880 0.250039 0.00281302
171900 0.249686 -0.0019227
171920 0.24961 -0.000824659
171940 0.249754 0.000362896
171960 0.249527 0.000690282
171980 0.249693 -0.00245805
172000 0.249572 0.00158774
172020 0.249721 -0.000684587
172040 0.249901 -0.00212344
172060 0.249817 0.00162013
172080 0.249586 0.000417741
172100 0.249696 -0.000482346
172120 0.249796 -0.000740584
172140 0.249722 -0.000735569
172160 0.249753 0.000285941
172180 0.249858 0.000105894
172200 0.249709 -9.87752e-05
172220 0.249632 -0.00242337
172240 0.249624 0.00148054
172260 0.249725 0.00186498
172280 0.249674 -0.00143996
172300 0.249803 0.00435777
172320 0.249654 0.00307915
172340 0.24982 -0.00170179
172360 0.249795 0.000811349
172380 0.249583 -0.00194729
172400 0.249914 0.00100258
172420 0.250006 -0.00140852
172440 0.2497 -0.000218766
172460 0.24968 -0.0023085
172480 0.24996 -0.00279846
172500 0.249676 0.000520536
172520 0.250048 0.000709491
172540 0.249694 -9.57226e-05
172560 0.249696 -0.00197
172580 0.249656 -0.00196482
172600 0.24972 0.00108603
172620 0.249602 -0.000480756
172640 0.24982 -0.00062168
172660 0.24973 0.000207066
172680 0.249788 0.000383085
172700 0.249475 0.00314485
172720 0.249993 6.76008e-05
172740 0.249874 0.000488454
172760 0.249652 0.00296249
172780 0.249774 -0.000926993
172800 0.249721 -0.00280586
172820 0.249654 0.000873065
172840 0.249595 -0.000738887
172860 0.249829 -0.000398116
172880 0.249929 0.000109316
172900 0.249667 0.00231058
172920 0.249591 0.000835179
172940 0.24966 -0.00206943
172960 0.25023 -0.000972702
172980 0.249856 0.0018577
173000 0.249669 7.64447e-06
173020 0.249572 0.000520892
173040 0.249663 0.00194133
173060 0.249587 0.00100306
173080 0.249758 -0.00124015
173100 0.249562 0.00259234
173120 0.24982 -0.000480673
173140 0.249929 0.00122957
173160 0.249899 0.00275695
173180 0.24958 0.00195001
173200 0.249953 -0.00131487
173220 0.249552 -0.000248738
173240 0.249786 0.00372439
173260 0.249741 -0.00145
173280 0.249654 0.00220989
173300 0.24986 0.00033034
173320 0.249813 -0.00231413
173340 0.249872 0.000726307
173360 0.249878 -0.000665437
173380 0.249673 -0.00103211
173400 0.249602 -0.00141989
173420 0.249519 -0.000778295
173440 0.249492 0.00354626
173460 0.249533 0.00180957
173480 0.24975 -0.00197683
173500 0.249777 9.70644e-05
173520 0.249536 0.000459225
173540 0.249684 -0.00327842
173560 0.249656 -0.000994402
173580 0.249735 0.00171166
173600 0.249921 0.00104045
173620 0.249702 0.00160623
173640 0.249706 -0.00118814
173660 0.249772 -0.000623386
173680 0.249862 0.00241632
173700 0.24971 -0.000137865
173720 0.249523 0.00137043
173740 0.249533 0.0024266
173760 0.249768 -0.00109221
173780 0.249479 -0.000196596
173800 0.249893 -0.000542079
173820 0.249869 -0.002054
173840 0.249612 0.00300871
173860 0.249683 0.00356993
173880 0.250103 -0.00266567
173900 0.24986 0.000695676
173920 0.249469 -0.00175462
173940 0.249846 -0.00296021
173960 0.249571 -0.00299098
173980 0.24959 0.000263276
174000 0.249887 0.000108365
174020 0.250075 0.000862185
174040 0.24967 -0.00138933
174060 0.249794 -0.00102093
174080 0.249895 -0.000101025
174100 0.249655 -0.00156291
174120 0.249724 -0.00276006
174140 0.249812 -0.00171803
174160 0.249835 -0.00174665
174180 0.249659 0.000332235
174200 0.249749 0.00216129
174220 0.249816 -0.00191069
174240 0.249752 -0.00123164
174260 0.249577 -0.000253293
174280 0.249538 0.000617652
174300 0.249866 6.95878e-05
174320 0.2497 -0.000678467
174340 0.24964 0.00194166
174360 0.249568 -0.000276081
174380 0.249552 -0.000750768
174400 0.249748 0.00260863
174420 0.24968 0.00102292
174440 0.249793 -0.00228253
174460 0.249681 -0.00134519
174480 0.249688 -0.000312651
174500 0.2498 -0.00188535
174520 0.249633 -0.00191107
174540 0.249732 -0.00021924
174560 0.249576 0.00055627
174580 0.249832 -0.00315681
174600 0.249868 0.0013855
174620 0.249888 -0.00080921
174640 0.249782 0.000290374
174660 0.249659 0.000501787
174680 0.249522 0.0021538
174700 0.249736 0.00173771
174720 0.249712 0.000442234
174740 0.249587 0.00342766
174760 0.249856 0.00300053
174780 0.249888 -0.00295544
174800 0.249949 -0.00218988
174820 0.249705 0.00290573
174840 0.2495 0.000632747
174860 0.249602 -0.000433149
174880 0.249744 0.00103991
174900 0.250124 0.00184101
174920 0.249577 0.000116887
174940 0.249677 0.00131958
174960 0.249751 0.00144183
174980 0.24976 -0.000561939
175000 0.249701 0.000947673
175020 0.249795 0.000813293
175040 0.24971 -0.00159233
175060 0.249905 -0.000432157
175080 0.249526 -0.00295936
175100 0.249786 0.000365431
175120 0.24976 0.000509426
175140 0.249543 -0.000380141
175160 0.249933 0.000964523
175180 0.249788 -0.00365443
175200 0.249833 0.000489683
175220 0.249612 -0.000531464
175240 0.249693 0.000401914
175260 0.249841 -1.23781e-05
175280 0.249665 0.00150268
175300 0.249806 -0.00163599
175320 0.249902 0.00221484
175340 0.249879 -0.00103995
175360 0.249621 -0.000617897
175380 0.249578 0.00366701
175400 0.250081 0.000261631
175420 0.250032 -0.00079558
175440 0.249872 -0.00256788
175460 0.24985 -0.00324493
175480 0.249884 -0.00200823
175500 0.249654 0.000442856
175520 0.249808 -0.0013662
175540 0.24962 0.00209233
175560 0.249691 0.00123748
175580 0.24961 0.00139311
175600 0.249851 0.00168721
175620 0.249944 0.00393088
175640 0.249717 -0.00163961
175660 0.24967 0.00065862
175680 0.249638 -0.00219841
175700 0.249569 -0.00031333
175720 0.249828 -0.000895767
175740 0.249675 -0.00074706
175760 0.249767 0.00250419
175780 0.249882 0.00313368
175800 0.249706 0.000960341
175820 0.249602 -0.000514036
175840 0.249594 -0.000123635
175860 0.249599 0.000165697
175880 0.249824 0.00133299
175900 0.249878 0.000286037
175920 0.249683 0.000260466
175940 0.250056 0.00163896
175960 0.249728 -0.0043645
175980 0.249918 0.00252299
176000 0.249784 -0.00040321
176020 0.249935 0.00141118
176040 0.249711 -0.00056053
176060 0.249628 -0.000252043
176080 0.249887 -0.000819051
176100 0.249504 -0.002503
176120 0.249972 0.00223963
176140 0.249833 0.00239311
176160 0.249485 0.000323911
176180 0.249938 0.000480187
176200 0.249603 0.00219593
176220 0.249743 -0.000367135
176240 0.249893 0.000765702
176260 0.249798 0.00128064
176280 0.249753 -0.00132246
176300 0.249707 0.000507125
176320 0.249829 0.000522501
176340 0.24988 0.000397394
176360 0.249776 -0.00113893
176380 0.249375 -0.00356828
176400 0.249657 -0.00017274
176420 0.249979 -0.00205394
176440 0.249941 0.00542587
176460 0.24957 -0.00192165
176480 0.249526 -0.00124506
176500 0.249676 -0.00125051
176520 0.249704 0.00202197
176540 0.249792 0.00185499
176560 0.249706 -0.00142269
176580 0.249828 -0.000154345
176600 0.249748 0.0015088
176620 0.249638 -0.00199293
176640 0.249827 0.00293072
176660 0.249709 0.00287136
176680 0.249743 0.000737188
176700 0.250091 0.00144164
176720 0.249726 -0.000307926
176740 0.249794 0.00162438
176760 0.249772 0.00335412
176780 0.249643 0.00081153
176800 0.2496 0.000969459
176820 0.249756 -0.000939734
176840 0.249732 4.26476e-05
176860 0.249711 0.0014137
176880 0.249844 0.00410572
176900 0.249837 -0.000625134
176920 0.249728 0.00131312
176940 0.249764 0.00165564
176960 0.249791 -0.0010868
176980 0.249552 -0.00381151
177000 0.24964 -0.00154374
177020 0.249757 -0.00220183
177040 0.249707 -0.00141913
177060 0.249776 0.000626148
177080 0.25014 0.000315664
177100 0.249751 -0.000974083
177120 0.249833 0.00147688
177140 0.249737 -0.000793739
177160 0.249915 -0.0033368
177180 0.249739 0.000500017
177200 0.24975 -0.00276224
177220 0.249809 0.000379121
177240 0.249702 -0.0010971
177260 0.249725 -0.000326434
177280 0.249662 2.53562e-05
177300 0.249933 -0.00144886
177320 0.249864 -0.00186691
177340 0.249871 -0.000730193
