thread offset unicorr gausscorr
109 140 0.237185 0.0206694
109 160 0.239777 0.0170078
109 180 0.24242 0.00123167
109 200 0.240211 0.0164211
109 220 0.234831 0.0463572
109 240 0.240738 0.033866
109 260 0.235173 0.0147617
109 280 0.23925 -0.0120907
109 300 0.240534 0.0735574
109 320 0.232402 -0.0109956
109 340 0.236908 -0.0513354
109 360 0.236036 -0.0152334
109 380 0.239636 -0.0480393
109 400 0.244127 0.0308189
109 420 0.242778 0.0253162
109 440 0.250382 0.10441
109 460 0.24278 0.0721268
109 480 0.234746 -0.0119972
109 500 0.248007 -0.0112654
109 520 0.254498 -0.0471958
109 540 0.246189 -0.0687742
109 560 0.237975 0.0214332
109 580 0.243726 -0.0222494
109 600 0.244973 -0.0201589
109 620 0.243576 -0.05353
109 640 0.252025 0.05272
109 660 0.250313 -0.057895
109 680 0.251995 -0.0391263
109 700 0.254847 -0.00130418
109 720 0.245726 -0.0113329
109 740 0.257857 0.0422066
109 760 0.251958 -0.00297315
109 780 0.265529 -0.0563592
109 800 0.248413 -0.046203
109 820 0.270151 -0.0237515
109 840 0.25315 -0.0701508
109 860 0.259462 0.188557
109 880 0.259365 0.123943
109 900 0.254949 -0.082404
109 920 0.245732 0.0099377
109 940 0.283414 0.00489627
109 960 0.262623 0.00484753
109 980 0.274921 -0.0893427
110 20 0.242558 -0.0315685
110 40 0.24579 -0.0793825
110 60 0.244581 -0.0752647
110 80 0.247489 0.016398
110 100 0.243809 -0.0177583
110 120 0.248408 -0.00502048
110 140 0.245641 0.06588
110 160 0.252351 -0.0491596
110 180 0.249841 0.0234891
110 200 0.251466 -0.0481775
110 220 0.249349 0.0640597
110 240 0.252727 -0.0263674
110 260 0.245816 0.0455261
110 280 0.2433 -0.0423369
110 300 0.249047 -0.0146006
110 320 0.248808 -0.046956
110 340 0.246547 0.0260853
110 360 0.250822 -0.00705091
110 380 0.251893 -0.0913648
110 400 0.251955 -0.028331
110 420 0.247377 0.00663965
110 440 0.251192 -0.0438037
110 460 0.252846 0.0711846
110 480 0.244275 0.0265403
110 500 0.244291 -0.0760756
110 520 0.23728 -0.0885091
110 540 0.24889 0.0147813
110 560 0.240756 0.0575969
110 580 0.24032 0.0203087
110 600 0.234651 0.0744924
110 620 0.236792 -0.0579083
110 640 0.241731 0.0373632
110 660 0.234245 0.0182956
110 680 0.235043 -0.0116216
110 700 0.24005 -0.0832918
110 720 0.234298 -0.08291
110 740 0.239733 0.0590417
110 760 0.230884 0.0893045
110 780 0.235054 -0.00812551
110 800 0.22902 -0.114195
110 820 0.23778 0.00426765
110 840 0.23539 0.0824733
110 860 0.228055 -0.00814965
110 880 0.240453 0.048032
110 900 0.238002 0.182072
110 920 0.220642 0.165353
110 940 0.259571 -0.00676975
110 960 0.250785 -0.0541393
110 980 0.285533 0.0698952
111 20 0.254416 0.0225163
111 40 0.253182 -0.0331257
111 60 0.252618 0.000624262
111 80 0.253063 0.0485292
111 100 0.252245 -0.0316872
111 120 0.250014 0.0449813
111 140 0.250756 0.0342674
111 160 0.249983 0.00994977
111 180 0.254353 0.0371584
111 200 0.255289 -0.0141433
111 220 0.259723 0.0657268
111 240 0.253818 0.0208705
111 260 0.253163 0.0277599
111 280 0.256323 0.0555935
111 300 0.257138 -0.063537
111 320 0.250687 0.00856218
111 340 0.261138 -0.0212119
111 360 0.25912 -0.0626338
111 380 0.254131 -0.0403289
111 400 0.255183 0.0460766
111 420 0.257043 -0.0617946
111 440 0.256618 0.0203404
111 460 0.248424 -0.0381631
111 480 0.249537 0.0103097
111 500 0.251746 -0.0492599
111 520 0.25085 0.00468385
111 540 0.253528 -0.0911558
111 560 0.252716 -0.0540139
111 580 0.246587 0.0309862
111 600 0.239339 -0.0907036
111 620 0.248801 -0.0306656
111 640 0.249733 0.00870751
111 660 0.248729 0.060983
111 680 0.254826 0.0350878
111 700 0.25094 0.0446341
111 720 0.245218 0.0544578
111 740 0.250533 0.0471711
111 760 0.250415 0.0411106
111 780 0.242814 0.0815619
111 800 0.245175 0.0347728
111 820 0.246314 0.00105114
111 840 0.255164 0.0229668
111 860 0.260048 0.100692
111 880 0.268915 0.00243322
111 900 0.275318 -0.0944122
111 920 0.282901 -0.168548
111 940 0.305674 0.0482715
111 960 0.262802 0.190501
111 980 0.250295 0.191472
112 20 0.243627 0.0117021
112 40 0.23846 0.00897515
112 60 0.243251 -0.00234979
112 80 0.24004 -0.0696414
112 100 0.24245 -0.0836678
112 120 0.247053 -0.0230967
112 140 0.2376 -0.0508921
112 160 0.235567 -0.0184612
112 180 0.236601 0.0552614
112 200 0.243833 0.0466015
112 220 0.232894 0.00983772
112 240 0.242242 -0.0185821
112 260 0.247288 0.00588816
112 280 0.238835 0.0669882
112 300 0.240782 0.0184647
112 320 0.23759 0.0302573
112 340 0.234622 0.00790528
112 360 0.244799 -0.0895287
112 380 0.246998 -0.106594
112 400 0.24886 0.0135402
112 420 0.246723 -0.0216536
112 440 0.242239 -0.0400222
112 460 0.246701 0.0893017
112 480 0.243574 0.0510974
112 500 0.241829 0.094639
112 520 0.240116 0.0115249
112 540 0.237337 0.00909478
112 560 0.24007 -0.00746506
112 580 0.239768 -0.0958733
112 600 0.23731 -0.0781587
112 620 0.237913 0.0768297
112 640 0.249457 -0.0408552
112 660 0.260312 -0.0559106
112 680 0.2538 0.0692715
112 700 0.24734 -0.0463207
112 720 0.249227 0.000208309
112 740 0.257724 0.0502464
112 760 0.251882 -0.0718595
112 780 0.268626 0.00700787
112 800 0.268212 -0.0126527
112 820 0.276319 0.0235413
112 840 0.273152 0.084842
112 860 0.271575 0.0199595
112 880 0.270764 -0.0319469
112 900 0.266626 0.134631
112 920 0.257088 0.0310043
112 940 0.258734 0.0382972
112 960 0.295587 0.0391217
112 980 0.354224 -0.213862
113 20 0.257071 0.0172871
113 40 0.25506 -0.0200336
113 60 0.250532 -0.0245302
113 80 0.248969 -0.0101421
113 100 0.256526 -0.0249883
113 120 0.25196 0.0421698
113 140 0.257552 -0.0849075
113 160 0.252918 0.0719024
113 180 0.250573 -0.0324946
113 200 0.256605 0.00234712
113 220 0.249208 0.00294132
113 240 0.255499 -0.0455373
113 260 0.253591 -0.00413462
113 280 0.251139 -0.0166293
113 300 0.251638 -0.022371
113 320 0.254681 0.02807
113 340 0.259009 0.0166791
113 360 0.252839 0.032465
113 380 0.25174 0.0778732
113 400 0.255546 0.0324857
113 420 0.250892 0.041763
113 440 0.249005 -0.0309994
113 460 0.257839 -0.0271769
113 480 0.256565 0.0194979
113 500 0.253372 -0.0515569
113 520 0.255088 0.0169227
113 540 0.26114 -0.0681409
113 560 0.260177 -0.055511
113 580 0.255228 0.0323547
113 600 0.253504 0.0122598
113 620 0.258334 -0.0280334
113 640 0.249962 -0.0722875
113 660 0.25492 -0.00308566
113 680 0.255445 0.0612103
113 700 0.264173 0.00225012
113 720 0.26974 -0.0752151
113 740 0.269881 0.0501048
113 760 0.258699 -0.0763547
113 780 0.254236 0.0447921
113 800 0.258625 0.0703103
113 820 0.265269 -0.0556592
113 840 0.255479 0.0334202
113 860 0.26907 -0.0701524
113 880 0.261049 -0.165613
113 900 0.265631 -0.00311117
113 920 0.282031 0.13607
113 940 0.309928 -0.0617234
113 960 0.285774 0.125868
113 980 0.259267 0.0196447
114 20 0.260055 -0.0345213
114 40 0.25965 -0.00888209
114 60 0.260705 -0.0233731
114 80 0.259996 -0.00994251
114 100 0.259043 0.00928818
114 120 0.260674 -0.00340543
114 140 0.263871 -0.0368728
114 160 0.260178 0.0347856
114 180 0.262143 -0.0370683
114 200 0.263303 0.0303781
114 220 0.259854 0.0489
114 240 0.262869 -0.0238504
114 260 0.258168 0.0467285
114 280 0.260966 0.000317037
114 300 0.256435 -0.0194629
114 320 0.260089 0.0195188
114 340 0.259386 0.00572753
114 360 0.272165 0.0967817
114 380 0.267011 -0.041177
114 400 0.262383 -0.0197443
114 420 0.260477 -0.0642295
114 440 0.257602 0.00520608
114 460 0.258422 0.0214847
114 480 0.256663 0.00815174
114 500 0.253918 -0.0477344
114 520 0.257466 -0.0170367
114 540 0.253847 0.0179966
114 560 0.255902 -0.0802786
114 580 0.256207 0.0255345
114 600 0.254858 0.0419005
114 620 0.250802 0.0123227
114 640 0.252959 -0.00100541
114 660 0.249332 -0.0507992
114 680 0.254788 -0.00905632
114 700 0.2616 -0.000615848
114 720 0.260739 0.0044723
114 740 0.260147 -0.0613725
114 760 0.26814 -0.024856
114 780 0.261948 -0.0254086
114 800 0.25284 0.163562
114 820 0.258085 -0.100929
114 840 0.248105 -0.100104
114 860 0.254799 0.12158
114 880 0.253628 -0.117192
114 900 0.269692 0.0402628
114 920 0.25303 0.0209787
114 940 0.237144 0.0405582
114 960 0.248622 -0.303434
114 980 0.302594 0.231463
115 20 0.244534 -0.0111104
115 40 0.248884 0.0539724
115 60 0.247143 0.00883915
115 80 0.251854 -0.0032389
115 100 0.247543 -0.0410642
115 120 0.246644 0.0278812
115 140 0.245911 0.0488603
115 160 0.245182 -0.0313205
115 180 0.24878 0.0612639
115 200 0.252565 0.0584099
115 220 0.252366 -0.0185676
115 240 0.244188 -0.0178479
115 260 0.243187 0.00669338
115 280 0.250541 -0.0650434
115 300 0.251911 -0.00273034
115 320 0.244536 -0.0246766
115 340 0.250625 0.0328974
115 360 0.253545 0.0181421
115 380 0.258469 0.044773
115 400 0.25128 0.0199281
115 420 0.251182 0.00687789
115 440 0.250392 -0.0761853
115 460 0.248959 -0.0776078
115 480 0.249762 0.0545235
115 500 0.249615 0.00778798
115 520 0.24664 -0.0501062
115 540 0.244255 0.0253025
115 560 0.245193 0.0184682
115 580 0.242736 -0.00376626
115 600 0.23983 -0.0520012
115 620 0.247168 -0.0167771
115 640 0.23946 0.0409377
115 660 0.239464 -0.0683033
115 680 0.246578 0.0348467
115 700 0.243468 -0.0106179
115 720 0.247014 0.0198443
115 740 0.234949 -0.0773014
115 760 0.237798 0.00438096
115 780 0.236698 0.0970126
115 800 0.242844 -0.00481832
115 820 0.253411 0.138239
115 840 0.250368 0.0686446
115 860 0.249759 0.0870737
115 880 0.243477 -0.0400046
115 900 0.251885 0.178608
115 920 0.271068 -0.10149
115 940 0.232034 -0.0329788
115 960 0.259685 0.0173911
115 980 0.326394 -0.27938
116 20 0.247501 0.00540923
116 40 0.245531 -0.0317906
116 60 0.248427 -0.0478874
116 80 0.246006 0.024246
116 100 0.247648 0.000344287
116 120 0.252124 -0.0275721
116 140 0.244725 -0.044389
116 160 0.246734 -0.0722128
116 180 0.249873 -0.0180117
116 200 0.244065 0.00389971
116 220 0.241783 0.0339582
116 240 0.245224 0.0448244
116 260 0.245677 -0.00738067
116 280 0.238635 -0.0573846
116 300 0.241068 -0.0388824
116 320 0.247638 -0.00530833
116 340 0.246213 -0.0631123
116 360 0.243464 0.0151504
116 380 0.243969 0.0177994
116 400 0.24123 0.0614714
116 420 0.245131 -0.116591
116 440 0.240281 0.077748
116 460 0.250819 0.0288688
116 480 0.247745 -0.0323306
116 500 0.248952 -0.0544559
116 520 0.246276 -0.0608663
116 540 0.244525 0.0737902
116 560 0.247707 -0.00164681
116 580 0.258378 0.0596078
116 600 0.261396 0.0186757
116 620 0.256385 -0.0258711
116 640 0.257157 -0.0161923
116 660 0.258673 0.0769541
116 680 0.241728 0.038477
116 700 0.2581 -0.104095
116 720 0.258527 -0.0910201
116 740 0.246479 -0.0766696
116 760 0.250256 0.02876
116 780 0.260362 -0.000626978
116 800 0.240978 0.109822
116 820 0.250646 -0.0133409
116 840 0.248911 0.120466
116 860 0.23334 0.0601968
116 880 0.243397 0.0772145
116 900 0.228503 -0.0947348
116 920 0.233777 -0.12754
116 940 0.258643 -0.0990461
116 960 0.285337 -0.0306444
116 980 0.248734 0.0934076
117 20 0.252774 0.0344858
117 40 0.254871 -0.0182889
117 60 0.250571 0.00480966
117 80 0.253154 0.0495883
117 100 0.254889 -0.0260835
117 120 0.257577 -0.00205935
117 140 0.255014 -0.0373918
117 160 0.250884 -0.0058216
117 180 0.252781 0.0557695
117 200 0.248311 0.0653568
117 220 0.25243 0.0173453
117 240 0.251802 -0.0638422
117 260 0.255911 -0.0265612
117 280 0.244618 -0.057426
117 300 0.251205 -0.0248813
117 320 0.25467 -0.0462074
117 340 0.253651 -0.00801583
117 360 0.247269 0.00394056
117 380 0.246334 0.0292149
117 400 0.24402 0.00155316
117 420 0.245528 -0.0729524
117 440 0.249015 -0.0026362
117 460 0.245195 -0.0620981
117 480 0.250286 0.0467902
117 500 0.252453 -0.0238967
117 520 0.25992 -0.0540944
117 540 0.257402 0.0515845
117 560 0.263749 -0.0152075
117 580 0.267833 0.0250933
117 600 0.261003 0.0438411
117 620 0.268872 -0.023799
117 640 0.2615 0.0544194
117 660 0.259977 -0.167289
117 680 0.262442 0.0393712
117 700 0.263511 -0.00866439
117 720 0.25729 -0.0405313
117 740 0.265198 0.0155858
117 760 0.262228 0.0904024
117 780 0.2559 -0.134427
117 800 0.266518 -0.0434889
117 820 0.260811 -0.0986978
117 840 0.271959 -0.0898411
117 860 0.248471 -0.0363321
117 880 0.253811 -0.236497
117 900 0.251201 0.13591
117 920 0.265735 0.129678
117 940 0.244134 0.0221642
117 960 0.277044 0.0281759
117 980 0.249043 0.180795
118 20 0.238572 -0.00417726
118 40 0.235088 -0.00588597
118 60 0.233018 0.0152647
118 80 0.239221 -0.00796825
118 100 0.240986 0.0488369
118 120 0.231418 -0.00849187
118 140 0.23357 -0.0351642
118 160 0.235548 0.00562522
118 180 0.238376 -0.0138739
118 200 0.238013 -0.0726458
118 220 0.238639 -0.000206556
118 240 0.233418 0.048909
118 260 0.239717 -0.0102088
118 280 0.243093 -0.0406685
118 300 0.244605 -0.0364778
118 320 0.235494 0.0575224
118 340 0.2394 0.0251586
118 360 0.237214 0.0194446
118 380 0.237635 -0.0708932
118 400 0.236817 -0.00961247
118 420 0.238189 0.0477562
118 440 0.239298 -0.0163753
118 460 0.241171 -0.0587661
118 480 0.238151 0.0275949
118 500 0.238846 0.0384024
118 520 0.238615 0.0427737
118 540 0.241788 -0.0364173
118 560 0.2411 0.0418757
118 580 0.237905 -0.0277083
118 600 0.236346 0.0176711
118 620 0.23878 -0.02025
118 640 0.239551 -0.00688944
118 660 0.233935 -0.0255084
118 680 0.245112 0.044242
118 700 0.232429 0.0182365
118 720 0.234973 0.0711957
118 740 0.23835 -0.0380839
118 760 0.241149 0.0495417
118 780 0.233641 0.0646089
118 800 0.232937 -0.0302549
118 820 0.247437 0.08305
118 840 0.241958 0.0203414
118 860 0.243436 -0.0129499
118 880 0.231492 0.098429
118 900 0.223149 -0.0719658
118 920 0.245236 0.0201661
118 940 0.224723 0.098436
118 960 0.203848 0.0183967
118 980 0.252662 -0.0870045
119 20 0.247395 0.0171978
119 40 0.246988 -0.0106979
119 60 0.243918 -0.0102649
119 80 0.251814 0.0695857
119 100 0.250769 -0.00285997
119 120 0.243685 0.000625326
119 140 0.246991 -0.0163089
119 160 0.248193 -0.0311263
119 180 0.244332 -0.00459735
119 200 0.24563 -0.0175821
119 220 0.24385 0.032629
119 240 0.244002 0.00273432
119 260 0.247444 0.00434197
119 280 0.242613 -0.0231689
119 300 0.237855 -0.00620035
119 320 0.237612 -0.034568
119 340 0.244435 0.0410771
119 360 0.248509 -0.0210213
119 380 0.233537 -0.0390056
119 400 0.238982 0.0203848
119 420 0.23829 0.0731621
119 440 0.247134 -0.0393297
119 460 0.244516 0.026671
119 480 0.246261 -0.0176043
119 500 0.244987 0.0219476
119 520 0.250124 -0.0524614
119 540 0.254677 -0.0281468
119 560 0.254915 -0.0237247
119 580 0.260455 0.0284718
119 600 0.25105 0.0513523
119 620 0.266468 0.0719291
119 640 0.266557 0.0329983
119 660 0.265219 -0.069602
119 680 0.270323 -0.0577272
119 700 0.267505 -0.0357811
119 720 0.276473 0.0991193
119 740 0.280136 -0.00869768
119 760 0.265726 0.0214264
119 780 0.278862 0.0307769
119 800 0.277618 -0.0150876
119 820 0.277937 0.114356
119 840 0.269715 0.202638
119 860 0.276213 0.0827163
119 880 0.305408 -0.114167
119 900 0.316204 -0.0501089
119 920 0.292656 0.19442
119 940 0.267946 -0.0407809
119 960 0.252487 0.0412056
119 980 0.264531 -0.123464
120 20 0.240958 0.0500086
120 40 0.240463 0.000286709
120 60 0.236751 -0.000640804
120 80 0.238611 -0.0579862
120 100 0.236948 -0.0225426
120 120 0.244246 -0.0641179
120 140 0.239369 -0.0280839
120 160 0.248247 -0.0265926
120 180 0.245877 -0.0016274
120 200 0.243027 -0.0382042
120 220 0.244549 -0.0635585
120 240 0.244808 0.00622737
120 260 0.246262 0.0173213
120 280 0.242051 0.0558639
120 300 0.236776 -0.0289358
120 320 0.245537 -0.0334075
120 340 0.23841 0.022456
120 360 0.239313 -0.00492949
120 380 0.242706 -0.0249306
120 400 0.242171 0.0447063
120 420 0.24333 0.0556146
120 440 0.245275 -0.0774041
120 460 0.236851 0.0550453
120 480 0.242046 -0.0191321
120 500 0.236682 -0.0363151
120 520 0.244064 0.0427625
120 540 0.248054 -0.0790215
120 560 0.249926 0.0493754
120 580 0.246753 -0.0178607
120 600 0.241857 -0.00141494
120 620 0.239011 0.0366967
120 640 0.235375 -0.0428655
120 660 0.233154 -0.0423624
120 680 0.240647 0.0217536
120 700 0.24578 0.0588201
120 720 0.236868 -0.0376477
120 740 0.228394 0.0110154
120 760 0.243793 0.0549906
120 780 0.233225 -0.0521701
120 800 0.238456 -0.0225199
120 820 0.2251 -0.0726435
120 840 0.226325 -0.0229975
120 860 0.234571 -0.0419245
120 880 0.231681 -0.0229278
120 900 0.234659 0.0167482
120 920 0.247575 -0.049412
120 940 0.267413 0.0106159
120 960 0.277482 0.0656062
120 980 0.229716 0.22634
121 20 0.249337 -0.0219826
121 40 0.250043 0.0252326
121 60 0.247765 -0.00296483
121 80 0.249325 -0.00490229
121 100 0.246055 0.0136717
121 120 0.250047 -0.0221554
121 140 0.244305 -0.0171176
121 160 0.246796 -0.0296075
121 180 0.249253 -0.0390306
121 200 0.240297 0.013093
121 220 0.248485 0.0218645
121 240 0.24335 0.0117751
121 260 0.243414 -0.00579824
121 280 0.246824 -0.0304372
121 300 0.244655 0.0185405
121 320 0.245126 0.0189634
121 340 0.23543 0.0154923
121 360 0.240194 -0.0227627
121 380 0.243615 0.0468754
121 400 0.245322 -0.0101217
121 420 0.245322 0.0600486
121 440 0.249055 0.0329273
121 460 0.246939 0.0223128
121 480 0.237957 -0.0204307
121 500 0.247868 -0.0278084
121 520 0.246643 0.0134877
121 540 0.242356 0.0228817
121 560 0.252004 0.0349163
121 580 0.250106 -0.12071
121 600 0.246921 0.0400363
121 620 0.255068 -0.0991416
121 640 0.250484 0.12463
121 660 0.25453 -0.00328582
121 680 0.256104 -0.0231992
121 700 0.256057 0.0373581
121 720 0.253846 0.00598896
121 740 0.254311 -0.0421178
121 760 0.235989 0.0542358
121 780 0.250448 -0.055949
121 800 0.23833 0.0435572
121 820 0.237546 -0.0178398
121 840 0.224025 0.0246465
121 860 0.233523 0.0355003
121 880 0.230402 -0.0654979
121 900 0.21796 0.140409
121 920 0.215612 -0.15809
121 940 0.201896 0.0342543
121 960 0.211032 -0.0237892
121 980 0.219421 -0.242056
122 20 0.232709 -0.0175064
122 40 0.233893 -0.000902403
122 60 0.236367 0.0276184
122 80 0.239718 0.0426831
122 100 0.23778 -0.0536518
122 120 0.23869 0.0237721
122 140 0.240952 -0.0819698
122 160 0.235533 -0.0504604
122 180 0.239996 0.0218483
122 200 0.238587 -0.0160051
122 220 0.231821 -0.0888157
122 240 0.23885 0.0467566
122 260 0.237087 -0.041086
122 280 0.234882 0.0168009
122 300 0.236287 -0.0140366
122 320 0.238194 0.0356707
122 340 0.235949 -0.0361946
122 360 0.238488 0.0486343
122 380 0.235894 -0.0943324
122 400 0.234633 -0.027861
122 420 0.237161 0.097792
122 440 0.234628 0.0493152
122 460 0.228095 0.00531436
122 480 0.239409 -0.0258209
122 500 0.236384 0.0399371
122 520 0.234099 -0.05248
122 540 0.236533 0.0519954
122 560 0.237118 0.015382
122 580 0.232363 -0.110934
122 600 0.242176 -0.0337537
122 620 0.238362 -0.0231811
122 640 0.239851 0.0188323
122 660 0.239203 -0.0693785
122 680 0.24482 0.0657293
122 700 0.245087 -0.126088
122 720 0.225525 -0.049031
122 740 0.231861 -0.0487921
122 760 0.237419 -0.0886979
122 780 0.235046 -0.0363464
122 800 0.225403 0.0581389
122 820 0.224503 -0.051197
122 840 0.234041 -0.0434407
122 860 0.223803 -0.0468742
122 880 0.225769 0.00694624
122 900 0.209345 -0.0829301
122 920 0.22887 0.0972621
122 940 0.215994 -0.132536
122 960 0.257423 -0.200602
122 980 0.249873 0.0571277
123 20 0.272356 0.0493301
123 40 0.266676 0.0637615
123 60 0.264973 0.00847229
123 80 0.266127 0.0332922
123 100 0.263349 0.0784712
123 120 0.267016 0.0224438
123 140 0.269838 0.0114618
123 160 0.268551 -0.03163
123 180 0.266946 0.0722773
123 200 0.271973 -0.0164901
123 220 0.273902 0.016948
123 240 0.273603 0.0438236
123 260 0.276893 0.0681455
123 280 0.271683 0.0205722
123 300 0.270142 -0.0494482
123 320 0.261769 -0.0173662
123 340 0.271971 -0.0126759
123 360 0.271283 -0.0140427
123 380 0.273178 0.0402309
123 400 0.268142 -0.0643172
123 420 0.269571 -0.0201878
123 440 0.26235 0.0433007
123 460 0.265384 0.0134911
123 480 0.272433 -0.0146675
123 500 0.27046 0.0607311
123 520 0.270622 -0.0290008
123 540 0.272081 0.0105318
123 560 0.271551 -0.0127338
123 580 0.263963 -0.0887164
123 600 0.270043 0.06427
123 620 0.272605 -0.0245643
123 640 0.256846 -0.00285164
123 660 0.263571 -0.00637629
123 680 0.278988 -0.100386
123 700 0.263658 0.0286403
123 720 0.252014 -0.00835173
123 740 0.263097 0.00770677
123 760 0.258569 -0.0263866
123 780 0.257987 0.0375374
123 800 0.25488 -0.0358536
123 820 0.266944 0.0605616
123 840 0.268499 -0.0238183
123 860 0.25952 -0.119443
123 880 0.27302 0.200552
123 900 0.281074 -0.0963736
123 920 0.264515 0.0528319
123 940 0.255412 -0.0472307
123 960 0.27719 0.0419475
123 980 0.246554 -0.0813587
124 20 0.258657 -0.0383315
124 40 0.258604 0.0413371
124 60 0.259033 0.0507061
124 80 0.255012 -0.021236
124 100 0.255879 0.00209624
124 120 0.260598 -0.0141877
124 140 0.258124 0.011164
124 160 0.261101 -0.0120323
124 180 0.256123 -0.0315798
124 200 0.261643 -0.00837556
124 220 0.260213 0.0199997
124 240 0.262082 -0.0567668
124 260 0.2621 0.0356335
124 280 0.256547 -0.0237898
124 300 0.257094 -0.0207063
124 320 0.25604 -0.00499802
124 340 0.251981 0.0174562
124 360 0.258624 0.010575
124 380 0.251034 0.0353096
124 400 0.260433 -0.0213243
124 420 0.253412 -0.0158587
124 440 0.259181 -0.00982054
124 460 0.2609 0.0182611
124 480 0.258135 -0.0339177
124 500 0.248148 -0.00230411
124 520 0.260662 0.00694017
124 540 0.260014 0.0154306
124 560 0.253193 0.0673313
124 580 0.259784 -0.00536018
124 600 0.260202 0.0752764
124 620 0.255963 0.0740621
124 640 0.259248 -0.0329746
124 660 0.263857 0.0407605
124 680 0.262121 0.0145485
124 700 0.256027 -0.0874984
124 720 0.261032 0.0218125
124 740 0.251963 -0.00756563
124 760 0.247752 -0.069094
124 780 0.239541 -0.0155417
124 800 0.244544 -0.00106802
124 820 0.257026 0.107118
124 840 0.240522 0.0288035
124 860 0.243248 0.0753918
124 880 0.250272 -0.105993
124 900 0.265633 -0.0465009
124 920 0.26624 -0.007351
124 940 0.274349 0.178402
124 960 0.263545 -0.258786
124 980 0.222086 -0.041159
125 20 0.249998 0.0513819
125 40 0.249114 -0.0337016
125 60 0.252548 0.0351489
125 80 0.255043 -0.0379346
125 100 0.252621 0.0117861
125 120 0.253829 0.0319752
125 140 0.253832 -0.01538
125 160 0.253881 -0.0368951
125 180 0.25433 -0.027531
125 200 0.252599 -0.00375276
125 220 0.259076 -0.0436474
125 240 0.244328 -0.0340424
125 260 0.248923 -0.0421706
125 280 0.248354 0.0192723
125 300 0.24872 0.0583031
125 320 0.25001 0.0203439
125 340 0.250435 -0.00377956
125 360 0.247798 0.00514372
125 380 0.249867 0.062086
125 400 0.253512 -0.0170112
125 420 0.25104 0.0454625
125 440 0.247042 -0.00322991
125 460 0.251914 0.00871238
125 480 0.251012 0.0192912
125 500 0.248231 0.0309265
125 520 0.252407 0.0348484
125 540 0.2519 -0.0371661
125 560 0.249048 0.00113956
125 580 0.24615 0.00994626
125 600 0.250746 -0.0103524
125 620 0.245328 -0.0492639
125 640 0.250176 -0.000312577
125 660 0.244141 -0.00739407
125 680 0.255592 -0.0780637
125 700 0.244005 -0.0478435
125 720 0.251608 -0.000486606
125 740 0.257894 0.127134
125 760 0.25924 -0.00732721
125 780 0.254828 0.0606612
125 800 0.234612 0.0534337
125 820 0.24261 0.00403917
125 840 0.250826 0.0303913
125 860 0.241636 -0.0543823
125 880 0.237106 -0.094139
125 900 0.239761 0.0813052
125 920 0.234084 -0.113711
125 940 0.25379 0.0824258
125 960 0.26965 0.0410723
125 980 0.304373 0.223579
126 20 0.230427 0.00739772
126 40 0.232506 -0.0300105
126 60 0.236066 0.0258226
126 80 0.230522 -0.037881
126 100 0.230657 0.0181508
126 120 0.234974 0.00427178
126 140 0.226566 -0.0599351
126 160 0.229148 0.00643658
126 180 0.23408 0.0675133
126 200 0.22647 -0.0297615
126 220 0.227192 -0.0440526
126 240 0.227494 0.00334411
126 260 0.226068 -0.0192701
126 280 0.226007 0.0457364
126 300 0.225157 0.0410903
126 320 0.229897 0.00461122
126 340 0.223795 -0.02432
126 360 0.232368 -0.0281595
126 380 0.227483 0.0375003
126 400 0.231507 0.0157583
126 420 0.232169 -0.0135677
126 440 0.233595 -0.0018699
126 460 0.231745 -0.0183155
126 480 0.228825 -0.0225781
126 500 0.229968 0.0367563
126 520 0.227129 0.00695459
126 540 0.23243 -0.019241
126 560 0.222632 -0.000242619
126 580 0.233582 -0.0934424
126 600 0.224857 -0.0036314
126 620 0.230518 0.034077
126 640 0.243153 -0.0267751
126 660 0.227683 -0.034652
126 680 0.230771 -0.0947359
126 700 0.244141 -0.0252981
126 720 0.239592 -0.0351233
126 740 0.234596 -0.0268546
126 760 0.230826 0.026145
126 780 0.233835 -0.015563
126 800 0.229477 0.0060395
126 820 0.22727 0.0132192
126 840 0.218743 -0.0597609
126 860 0.228532 -0.0703464
126 880 0.230794 0.114359
126 900 0.234527 -0.187226
126 920 0.206172 0.0673038
126 940 0.203451 -0.0560484
126 960 0.170116 -0.199502
126 980 0.22288 -0.25283
127 20 0.23963 0.0342178
127 40 0.244825 0.0047566
127 60 0.247532 -0.042774
127 80 0.248856 0.0236654
127 100 0.24768 0.0363551
127 120 0.246634 -0.0553682
127 140 0.247618 0.00296476
127 160 0.247275 -0.00833683
127 180 0.24983 0.037181
127 200 0.241652 0.0300424
127 220 0.249568 -0.0580456
127 240 0.245439 -0.00875805
127 260 0.249135 -0.0364052
127 280 0.244764 -0.0273183
127 300 0.245108 -0.0372193
127 320 0.245916 0.012901
127 340 0.249109 0.016486
127 360 0.243165 0.00583191
127 380 0.238991 -0.0477471
127 400 0.249967 -0.107429
127 420 0.246762 0.0166594
127 440 0.244182 0.078386
127 460 0.243983 0.029013
127 480 0.251227 -0.00690988
127 500 0.251536 0.0233843
127 520 0.24385 0.0350182
127 540 0.250659 0.00294626
127 560 0.249125 -0.0324594
127 580 0.257197 -0.0513093
127 600 0.245654 0.0258878
127 620 0.252112 -0.0234845
127 640 0.246776 0.0269174
127 660 0.246833 0.097035
127 680 0.246262 0.0326818
127 700 0.257517 0.0541959
